epoch,epoch_time,step,train_epoch_perplexity,train_loss_epoch,train_loss_step,train_perplexity_epoch,train_perplexity_step,val_epoch_perplexity,val_loss,val_perplexity
0,,49,,,7.7085442543029785,,2227.297607421875,,,
0,,99,,,6.988673210144043,,1084.281982421875,,,
0,,149,,,6.7767109870910645,,877.178955078125,,,
0,,199,,,6.636797904968262,,762.6489868164062,,,
0,,249,,,6.569134712219238,,712.7528076171875,,,
0,,286,,,,,,699.015625,6.549673080444336,704.4744873046875
0,83.70077514648438,286,1340.7742919921875,7.201002597808838,,2397.6142578125,,,,
1,,299,,,6.425138473510742,,617.166259765625,,,
1,,349,,,6.5075907707214355,,670.2097778320312,,,
1,,399,,,6.18215274810791,,484.0328369140625,,,
1,,449,,,6.131757736206055,,460.24444580078125,,,
1,,499,,,6.197694301605225,,491.61419677734375,,,
1,,549,,,6.089675426483154,,441.2781677246094,,,
1,,573,,,,,,493.1523132324219,6.200818061828613,497.53680419921875
1,35.81792068481445,573,533.687255859375,6.279809951782227,,538.370361328125,,,,
2,,599,,,5.98689603805542,,398.1767883300781,,,
2,,649,,,6.071840763092041,,433.4778747558594,,,
2,,699,,,6.018221378326416,,410.84722900390625,,,
2,,749,,,5.8737263679504395,,355.57147216796875,,,
2,,799,,,5.823408603668213,,338.1226501464844,,,
2,,849,,,5.805946350097656,,332.2695007324219,,,
2,,860,,,,,,403.9346618652344,6.001253128051758,407.6542053222656
2,35.861148834228516,860,383.17437744140625,5.948490142822266,,384.6813049316406,,,,
3,,899,,,5.759537220001221,,317.2015075683594,,,
3,,949,,,5.750120639801025,,314.22857666015625,,,
3,,999,,,5.523516654968262,,250.5144805908203,,,
3,,1049,,,5.470973014831543,,237.6913604736328,,,
3,,1099,,,5.761092185974121,,317.69512939453125,,,
3,,1147,,,,,,349.0854187011719,5.855316638946533,352.4781799316406
3,35.833160400390625,1147,304.4396667480469,5.718472957611084,,305.51397705078125,,,,
4,,1149,,,5.606290340423584,,272.1328430175781,,,
4,,1199,,,5.5445380210876465,,255.83636474609375,,,
4,,1249,,,5.550971508026123,,257.4875793457031,,,
4,,1299,,,5.530893802642822,,252.36936950683594,,,
4,,1349,,,5.537797927856445,,254.11778259277344,,,
4,,1399,,,5.394151210784912,,220.11524963378906,,,
4,,1434,,,,,,317.6905822753906,5.761077880859375,320.96893310546875
4,35.796546936035156,1434,254.46131896972656,5.539148807525635,,255.27854919433594,,,,
5,,1449,,,5.2715301513671875,,194.71368408203125,,,
5,,1499,,,5.43032693862915,,228.22386169433594,,,
5,,1549,,,5.541421890258789,,255.04037475585938,,,
5,,1599,,,5.265841007232666,,193.60906982421875,,,
5,,1649,,,5.331101417541504,,206.66546630859375,,,
5,,1699,,,5.3049187660217285,,201.3246612548828,,,
5,,1721,,,,,,290.2944030761719,5.670895576477051,293.4205627441406
5,35.76065444946289,1721,219.275390625,5.390328407287598,,220.05726623535156,,,,
6,,1749,,,5.257630348205566,,192.0259246826172,,,
6,,1799,,,5.312464237213135,,202.8494873046875,,,
6,,1849,,,5.25217866897583,,190.98190307617188,,,
6,,1899,,,5.123331546783447,,167.89378356933594,,,
6,,1949,,,5.17817497253418,,177.35882568359375,,,
6,,1999,,,5.092909336090088,,162.8629913330078,,,
6,,2008,,,,,,269.5870666503906,5.596891403198242,272.6134338378906
6,35.763580322265625,2008,193.13650512695312,5.263397216796875,,193.6457061767578,,,,
