epoch,epoch_time,step,train_epoch_perplexity,train_loss_epoch,train_loss_step,train_perplexity_epoch,train_perplexity_step,val_epoch_perplexity,val_loss,val_perplexity
0,,49,,,7.442804336547852,,1707.531982421875,,,
0,,99,,,7.386898994445801,,1614.691162109375,,,
0,,149,,,7.034354209899902,,1134.961669921875,,,
0,,199,,,6.839828968048096,,934.3292846679688,,,
0,,249,,,6.545518398284912,,696.117431640625,,,
0,,286,,,,,,646.0828247070312,6.470927715301514,651.100830078125
0,84.44222259521484,286,1277.60546875,7.152742862701416,,1946.1678466796875,,,,
1,,299,,,6.367563247680664,,582.6363525390625,,,
1,,349,,,6.1663899421691895,,476.46295166015625,,,
1,,399,,,6.273252010345459,,530.1987915039062,,,
1,,449,,,5.976179599761963,,393.9324951171875,,,
1,,499,,,6.131389617919922,,460.0750732421875,,,
1,,549,,,6.121463298797607,,455.5307922363281,,,
1,,573,,,,,,419.07373046875,6.038046836853027,423.24188232421875
1,35.120506286621094,573,464.452880859375,6.140860080718994,,469.3456115722656,,,,
2,,599,,,5.966122150421143,,389.99041748046875,,,
2,,649,,,5.782075881958008,,324.4320068359375,,,
2,,699,,,5.689559459686279,,295.7633056640625,,,
2,,749,,,5.6675519943237305,,289.32537841796875,,,
2,,799,,,5.596652984619141,,269.5227966308594,,,
2,,849,,,5.627222537994385,,277.88922119140625,,,
2,,860,,,,,,334.5092468261719,5.81266450881958,338.12054443359375
2,35.20918273925781,860,308.881103515625,5.732956409454346,,310.3636474609375,,,,
3,,899,,,5.339673042297363,,208.44454956054688,,,
3,,949,,,5.6368327140808105,,280.5726318359375,,,
3,,999,,,5.570456504821777,,262.5539245605469,,,
3,,1049,,,5.506093502044678,,246.18751525878906,,,
3,,1099,,,5.435693740844727,,229.4519805908203,,,
3,,1147,,,,,,280.2947692871094,5.6358418464660645,283.6197814941406
3,34.956520080566406,1147,234.4615478515625,5.457291603088379,,235.30096435546875,,,,
4,,1149,,,5.2856831550598145,,197.48904418945312,,,
4,,1199,,,5.125491142272949,,168.2567596435547,,,
4,,1249,,,5.004443168640137,,149.0740509033203,,,
4,,1299,,,5.060393810272217,,157.652587890625,,,
4,,1349,,,5.347728252410889,,210.13040161132812,,,
4,,1399,,,5.057060241699219,,157.12791442871094,,,
4,,1434,,,,,,258.7041320800781,5.555685043334961,261.9971618652344
4,35.018218994140625,1434,188.45606994628906,5.238864898681641,,189.19894409179688,,,,
5,,1449,,,4.980886936187744,,145.6034698486328,,,
5,,1499,,,4.972095966339111,,144.32908630371094,,,
5,,1549,,,5.013347625732422,,150.4073944091797,,,
5,,1599,,,5.153214454650879,,172.98666381835938,,,
5,,1649,,,4.991584777832031,,147.1694793701172,,,
5,,1699,,,5.198337554931641,,180.97113037109375,,,
5,,1721,,,,,,235.83645629882812,5.463138580322266,238.94264221191406
5,35.035274505615234,1721,157.21087646484375,5.05758810043335,,157.75906372070312,,,,
