epoch,epoch_time,step,train_epoch_perplexity,train_loss_epoch,train_loss_step,train_perplexity_epoch,train_perplexity_step,val_epoch_perplexity,val_loss,val_perplexity
0,,49,,,7.39065408706665,,1620.765869140625,,,
0,,99,,,7.505395412445068,,1817.823974609375,,,
0,,149,,,7.399381637573242,,1634.9730224609375,,,
0,,199,,,7.548305034637451,,1897.5238037109375,,,
0,,249,,,7.448957443237305,,1718.071044921875,,,
0,,286,,,,,,2626.0576171875,7.873239040374756,2641.20361328125
0,123.51890563964844,286,1927.629638671875,7.564046382904053,,2392.5966796875,,,,
1,,299,,,7.381019115447998,,1605.2247314453125,,,
1,,349,,,7.4732561111450195,,1760.3291015625,,,
1,,399,,,7.399168491363525,,1634.6246337890625,,,
1,,449,,,7.491440296173096,,1792.6322021484375,,,
1,,499,,,7.480109214782715,,1772.434326171875,,,
1,,549,,,7.4851250648498535,,1781.346923828125,,,
1,,573,,,,,,3413.41162109375,8.135467529296875,3434.770751953125
1,38.96102523803711,573,1719.6282958984375,7.449863433837891,,1721.901123046875,,,,
2,,599,,,7.340572357177734,,1541.59423828125,,,
2,,649,,,7.32049036026001,,1510.9447021484375,,,
2,,699,,,7.441763877868652,,1705.75634765625,,,
2,,749,,,7.424478054046631,,1676.524169921875,,,
2,,799,,,7.443917751312256,,1709.4342041015625,,,
2,,849,,,7.450380802154541,,1720.5181884765625,,,
2,,860,,,,,,3440.816650390625,8.143464088439941,3459.986328125
2,38.755043029785156,860,1681.49365234375,7.427437782287598,,1683.78955078125,,,,
3,,899,,,7.418203830718994,,1666.038330078125,,,
3,,949,,,7.4271087646484375,,1680.9405517578125,,,
3,,999,,,7.453773021697998,,1726.364501953125,,,
3,,1049,,,7.488195896148682,,1786.82568359375,,,
3,,1099,,,7.4518256187438965,,1723.005859375,,,
3,,1147,,,,,,4703.08349609375,8.455973625183105,4733.95166015625
3,38.7904167175293,1147,1660.9554443359375,7.4151482582092285,,1663.169921875,,,,
