epoch,epoch_time,step,train_epoch_perplexity,train_loss_epoch,train_loss_step,train_perplexity_epoch,train_perplexity_step,val_epoch_perplexity,val_loss,val_perplexity
0,,49,,,7.383990287780762,,1610.0013427734375,,,
0,,99,,,6.9154157638549805,,1007.6898803710938,,,
0,,149,,,6.519024848937988,,677.9169921875,,,
0,,199,,,6.721104621887207,,829.7335205078125,,,
0,,249,,,6.474045276641846,,648.1002197265625,,,
0,,286,,,,,,551.9937133789062,6.313536643981934,556.50048828125
0,84.05278778076172,286,1031.1002197265625,6.938381671905518,,1777.1507568359375,,,,
1,,299,,,6.1146111488342285,,452.4200744628906,,,
1,,349,,,6.173389911651611,,479.80987548828125,,,
1,,399,,,5.971658706665039,,392.1556091308594,,,
1,,449,,,6.049018383026123,,423.6969299316406,,,
1,,499,,,5.913759708404541,,370.0950012207031,,,
1,,549,,,5.75779390335083,,316.64898681640625,,,
1,,573,,,,,,391.0188293457031,5.968755722045898,394.83831787109375
1,36.112709045410156,573,406.0335693359375,6.006435871124268,,409.2823791503906,,,,
2,,599,,,5.61112117767334,,273.4506530761719,,,
2,,649,,,5.872630596160889,,355.18206787109375,,,
2,,699,,,5.386883735656738,,218.52134704589844,,,
2,,749,,,5.5510149002075195,,257.498779296875,,,
2,,799,,,5.612966537475586,,273.9557189941406,,,
2,,849,,,5.710386753082275,,301.9878234863281,,,
2,,860,,,,,,315.1485595703125,5.753044128417969,318.4779357910156
2,36.06654357910156,860,281.8764953613281,5.6414690017700195,,282.9958190917969,,,,
3,,899,,,5.474889755249023,,238.62416076660156,,,
3,,949,,,5.419516563415527,,225.7699432373047,,,
3,,999,,,5.478950500488281,,239.59512329101562,,,
3,,1049,,,5.389033794403076,,218.99169921875,,,
3,,1099,,,5.294980525970459,,199.33375549316406,,,
3,,1147,,,,,,276.6058044433594,5.622593402862549,279.7156982421875
3,35.893714904785156,1147,217.29733276367188,5.3812665939331055,,218.0563507080078,,,,
4,,1149,,,5.267641067504883,,193.9578857421875,,,
4,,1199,,,5.168391704559326,,175.63214111328125,,,
4,,1249,,,5.170925617218018,,176.07774353027344,,,
4,,1299,,,5.214487075805664,,183.91748046875,,,
4,,1349,,,5.198844909667969,,181.06297302246094,,,
4,,1399,,,5.238698959350586,,188.4248046875,,,
4,,1434,,,,,,246.2503204345703,5.506348609924316,249.3567657470703
4,35.99831771850586,1434,175.93927001953125,5.170138835906982,,176.51348876953125,,,,
