epoch,epoch_time,step,train_epoch_perplexity,train_loss_epoch,train_loss_step,train_perplexity_epoch,train_perplexity_step,val_epoch_perplexity,val_loss,val_perplexity
0,,49,,,7.196589469909668,,1334.8704833984375,,,
0,,99,,,6.888678550720215,,981.1040649414062,,,
0,,149,,,6.734631061553955,,841.0331420898438,,,
0,,199,,,6.618608474731445,,748.9022216796875,,,
0,,249,,,6.380488872528076,,590.2161865234375,,,
0,,286,,,,,,564.80126953125,6.3364739418029785,569.391845703125
0,83.58382415771484,286,1057.1346435546875,6.963317394256592,,1888.4000244140625,,,,
1,,299,,,6.272146701812744,,529.613037109375,,,
1,,349,,,5.986292362213135,,397.93646240234375,,,
1,,399,,,6.020142555236816,,411.63726806640625,,,
1,,449,,,6.141576290130615,,464.78564453125,,,
1,,499,,,5.978594779968262,,394.88507080078125,,,
1,,549,,,5.83047342300415,,340.5198669433594,,,
1,,573,,,,,,398.3140563964844,5.987240791320801,402.24566650390625
1,35.18020248413086,573,421.9078369140625,6.0447869300842285,,424.9716796875,,,,
2,,599,,,5.7096147537231445,,301.7547912597656,,,
2,,649,,,5.834516525268555,,341.8993835449219,,,
2,,699,,,5.640316486358643,,281.55181884765625,,,
2,,749,,,5.575105667114258,,263.7774353027344,,,
2,,799,,,5.701584815979004,,299.3414001464844,,,
2,,849,,,5.432414531707764,,228.70079040527344,,,
2,,860,,,,,,328.9474182128906,5.795897960662842,332.54644775390625
2,35.25388717651367,860,295.1280822753906,5.687409400939941,,296.39093017578125,,,,
3,,899,,,5.438079833984375,,230.0001220703125,,,
3,,949,,,5.51596736907959,,248.63038635253906,,,
3,,999,,,5.428911209106445,,227.90097045898438,,,
3,,1049,,,5.394752502441406,,220.2476348876953,,,
3,,1099,,,5.253262519836426,,191.1890106201172,,,
3,,1147,,,,,,283.139404296875,5.645939350128174,286.24951171875
3,35.33226776123047,1147,229.37452697753906,5.435356140136719,,230.19044494628906,,,,
4,,1149,,,5.315825462341309,,203.532470703125,,,
4,,1199,,,5.272587776184082,,194.9197235107422,,,
4,,1249,,,5.266167163848877,,193.67222595214844,,,
4,,1299,,,5.207679748535156,,182.66973876953125,,,
4,,1349,,,5.262755393981934,,193.01258850097656,,,
4,,1399,,,5.1791276931762695,,177.5278778076172,,,
4,,1434,,,,,,255.07139587402344,5.541543483734131,257.9376220703125
